basisOfRecord,commonName,country,county,decimalLatitude,decimalLongitude,eventDate,family,genus,habitat,locality,month,occurrenceRemarks,order,phylum,recordedBy,recordId,references,scientificName,specificEpithet,state,taxonID,year,day
PreservedSpecimen,whorled milkweed,United States,Haskell,35.420346,-95.076092,6/8/1982,Apocynaceae,Asclepias,Upland pasture.,Sequoyah Wildlife Refuge,6,Flowers green-white; stem with milky juice.,Gentianales,Magnoliophyta,Staria S Vanderpool,urn:uuid:73d61fe0-0ef8-4403-ba36-26d2bbd9d854,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22663170,Asclepias verticillata,verticillata,Oklahoma,3791,1982,8
PreservedSpecimen,whorled milkweed,United States,Sequoyah,35.606827,-95.024025,7/13/1958,Apocynaceae,Asclepias,Oak-hickory woods.,Gore; 7.5 mi NE on State 100; Pine Cove of Tenkiller Lake,7,,Gentianales,Magnoliophyta,Charles S Wallis,urn:uuid:487a998c-f59f-4296-9d3e-e015af746a92,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22666955,Asclepias verticillata,verticillata,Oklahoma,3791,1958,13
PreservedSpecimen,whorled milkweed,United States,Garfield,36.494951,-97.73139,7/15/1941,Apocynaceae,Asclepias,,Breckinridge; 4 mi N,7,,Gentianales,Magnoliophyta,H B Gephardt,urn:uuid:d082f420-a587-4be1-b7e3-3a274c621c1b,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22695286,Asclepias verticillata,verticillata,Oklahoma,3791,1941,15
PreservedSpecimen,whorled milkweed,United States,Ottawa,36.978318,-94.640015,6/25/1929,Apocynaceae,Asclepias,,Just across the boundary S of Galena; KS,6,,Gentianales,Magnoliophyta,Per Axel Rydberg; Ralph H Imler,urn:uuid:6aa740b0-cff3-4a38-8cdf-ae58daeb475e,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22700792,Asclepias verticillata,verticillata,Oklahoma,3791,1929,25
PreservedSpecimen,green comet milkweed,United States,Payne,36.1975,-97.0338889,6/16/1951,Asclepiadaceae,Asclepias,Open pasture.,1.1 mile east and 6 mile north of Stillwater.,6,L/L det. w/ TopoZone.,Gentianales,Magnoliophyta,P. L. Coryell,urn:uuid:eb3a22e6-ec27-40c1-8bdd-e168d6b1fe2e,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=196968,Asclepias viridiflora,viridiflora,Oklahoma,3792,1951,16
PreservedSpecimen,green comet milkweed,United States,Payne,36.1430556,-97.1222222,6/26/1950,Asclepiadaceae,Asclepias,Open; sandy soil.,2 miles west; 1 mile north of Stillwater.,6,L/L det. w/ TopoZone.,Gentianales,Magnoliophyta,P. L. Coryell,urn:uuid:68da7671-cbb9-427c-a071-7c07433e77e9,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=197644,Asclepias viridiflora,viridiflora,Oklahoma,3792,1950,26
PreservedSpecimen,green comet milkweed,United States,Garfield,36.43144,-97.83347,6/16/1941,Apocynaceae,Asclepias,,Enid; 3.5 mi NE,6,,Gentianales,Magnoliophyta,H B Gephardt,urn:uuid:0b72c824-1cab-4042-a008-a1ee418112cc,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22476728,Asclepias viridiflora,viridiflora,Oklahoma,3792,1941,16
PreservedSpecimen,green comet milkweed,United States,Roger Mills,35.5702782,-99.684166,7/25/2001,Apocynaceae,Asclepias,Thurmond Ranch. Nearly level; upland; mixed-grass prairie on divide between Higgins Creek and Killough Creek. Permian Doxey Shale Formation.,Cheyenne; 2 mi S; 0.5 mi W,7,Widely scattered. Plants with abundant latex. Numerous hymenopteran visitors to flowers.,Gentianales,Magnoliophyta,Craig C Freeman; Caleb A Morse,urn:uuid:d64b8d50-c137-48c6-b734-b9efcbb8e785,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22485227,Asclepias viridiflora,viridiflora,Oklahoma,3792,2001,25
PreservedSpecimen,green comet milkweed,United States,Love,33.93697,-96.97678,8/16/1968,Apocynaceae,Asclepias,Prairie-oak wood; hillside. Dry; sandy; clay soil. Sandstone area.,Marietta; 8 mi E,8,Few plants.,Gentianales,Magnoliophyta,Steve Stephens,urn:uuid:0ae07f39-4654-4608-9eeb-09ee26b52dbc,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22488364,Asclepias viridiflora,viridiflora,Oklahoma,3792,1968,16
PreservedSpecimen,green comet milkweed,United States,Logan,35.88486,-97.378298,7/10/1966,Apocynaceae,Asclepias,Wooded area.,Jct #35 & #33; 1 mi N on #33,7,,Gentianales,Magnoliophyta,Thomas B Croat,urn:uuid:dd3f49b6-05a3-4d64-81c5-75f17c80ebda,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22498080,Asclepias viridiflora,viridiflora,Oklahoma,3792,1966,10
PreservedSpecimen,green comet milkweed,United States,Roger Mills,35.5383333,-99.7177778,5/31/2001,Apocynaceae,Asclepias,Thurmond Ranch. Weedy; grazed; sandsage prairie on small; localized area of sand derived from Tertiary Ogallala Formation. Scattered oak mottes.,Cheyenne; 5.25 mi S; 2.5 mi W,5,Single individual observed.,Gentianales,Magnoliophyta,Caleb A Morse; Craig C Freeman,urn:uuid:d11c5080-749b-4746-bc4d-c72652a56b67,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22503022,Asclepias viridiflora,viridiflora,Oklahoma,3792,2001,31
PreservedSpecimen,green comet milkweed,United States,Roger Mills,35.5475,-99.7408333,7/23/2001,Apocynaceae,Asclepias,Thurmond Ranch. Gently rolling; sandy; mixed-grass prairie with abundant oak mottes; and small pond along upper reaches of Sergeant Major Creek. Tertiary Ogallala Formation.,Cheyenne; 3.5 mi S; 4 mi W,7,Infrequent.,Gentianales,Magnoliophyta,Craig C Freeman; Caleb A Morse,urn:uuid:f0e813fc-ce6b-4dfd-bd00-225cd82abf9d,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22521500,Asclepias viridiflora,viridiflora,Oklahoma,3792,2001,23
PreservedSpecimen,green comet milkweed,United States,Roger Mills,35.5430556,-99.7288889,7/24/2001,Apocynaceae,Asclepias,Thurmond Ranch. Rolling; sandy; mixed-grass prairie with some eroded slopes ca 0.1 mi SE of the ranch headquarters. Tertiary Ogallala Formation.,Cheyenne; 4 mi S; 2.5 mi W,7,Infrequent.,Gentianales,Magnoliophyta,Craig C Freeman; Caleb A Morse,urn:uuid:888c124f-b879-4fef-8960-f3bc9e5a5698,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22521897,Asclepias viridiflora,viridiflora,Oklahoma,3792,2001,24
PreservedSpecimen,green comet milkweed,United States,Roger Mills,35.5730556,-99.6866667,5/30/2001,Apocynaceae,Asclepias,Thurmond Ranch. Eroded rocky slopes and level upland dominated by mixed-grass prairie on divide between Higgins Creek and Killough Creek. Permian Doxey Shale; exposed soil.,Cheyenne; 2.75 mi S; 0.75 mi W,5,Scattered. Plants not quite flowering.,Gentianales,Magnoliophyta,Caleb A Morse; Craig C Freeman,urn:uuid:fe9bf84e-2c33-448b-8305-584e67500585,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22524351,Asclepias viridiflora,viridiflora,Oklahoma,3792,2001,30
PreservedSpecimen,green comet milkweed,United States,Roger Mills,35.5963889,-99.7269444,5/31/2001,Apocynaceae,Asclepias,Thurmond Ranch. Weedy to level rolling upland mixed grass prairie above unnamed tributary to Plum Creek. Scattered Mimosa borealis. Permian Cloud Chief Formation.,Cheyenne; 1 mi S; 3 mi W,5,Scattered. Plants not quite flowering.,Gentianales,Magnoliophyta,Caleb A Morse; Craig C Freeman,urn:uuid:2a27fbba-5ee7-4965-9b4f-c0a6befcee67,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22526910,Asclepias viridiflora,viridiflora,Oklahoma,3792,2001,31
PreservedSpecimen,green comet milkweed,United States,Kiowa,34.887675,-99.278021,7/9/1970,Apocynaceae,Asclepias,Weedy; brushy; prairie hillside. Boulder; granite; rocky soil.,Lone Wolf; 9 mi S; along Lake Altus,7,Common.,Gentianales,Magnoliophyta,Steve Stephens; Ralph E Brooks,urn:uuid:465f7b81-5622-4270-8141-93abf1d26b7a,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22528666,Asclepias viridiflora,viridiflora,Oklahoma,3792,1970,9
PreservedSpecimen,green comet milkweed,United States,Cherokee,35.6384,-94.91995,8/20/1968,Apocynaceae,Asclepias,Wooded; brushy hillside. Dry; sandstone soil.,Cookson; 5 mi S,8,Few plants.,Gentianales,Magnoliophyta,Steve Stephens,urn:uuid:ce730159-b898-415c-a86a-64b57e0fec15,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22665012,Asclepias viridiflora,viridiflora,Oklahoma,3792,1968,20
PreservedSpecimen,green comet milkweed,United States,Roger Mills,35.79367,-99.73793,7/27/1967,Apocynaceae,Asclepias,Upland prairie pasture. Dry; sandy; gravel soil.,Roll; 1 mi N; 1.5 mi W,7,,Gentianales,Magnoliophyta,Steve Stephens; Ralph E Brooks,urn:uuid:89d3ed23-2ac1-44cf-959e-cdef9f9a52d4,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22671614,Asclepias viridiflora,viridiflora,Oklahoma,3792,1967,27
PreservedSpecimen,green comet milkweed,United States,Major,36.31791,-98.92056,8/12/1968,Apocynaceae,Asclepias,Prairie pasture; rolling hills. Dry; sandy; clay soil.,Chester; 7 mi N,8,Few plants.,Gentianales,Magnoliophyta,Steve Stephens,urn:uuid:dfc8f549-d9ea-43c4-9392-db82c36609ee,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22685295,Asclepias viridiflora,viridiflora,Oklahoma,3792,1968,12
PreservedSpecimen,green comet milkweed,United States,Roger Mills,35.5458336,-99.7574997,5/30/2001,Apocynaceae,Asclepias,Sandsage prairie immediately above Broken Leg Creek. Scattered oak mottes. Site at region of contact of Tertiary Ogallala Formation and Permian Doxey Shale.,Cheyenne; 4.75 mi S; 5 mi W,5,Widely scattered. Plants not quite in flower.,Gentianales,Magnoliophyta,Caleb A Morse; Craig C Freeman,urn:uuid:8a339e0d-f0a8-4d84-9f7f-c882428509a7,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22707580,Asclepias viridiflora,viridiflora,Oklahoma,3792,2001,30
PreservedSpecimen,green antelopehorn,United States,Payne,35.9847222,-96.9141667,5/3/1950,Asclepiadaceae,Asclepias,Bluffs along Cimarron River.,Cimarron River; 7 miles East of Perkins Corner.,5,L/L det. w/ TopoZone.,Gentianales,Magnoliophyta,Patsy Lewis,urn:uuid:a822d756-7cb7-43d0-94c8-fa1cda7d70b9,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=197646,Asclepias viridis,viridis,Oklahoma,73323,1950,3
PreservedSpecimen,green antelopehorn,United States,Payne,36.1155556,-97.0583333,1897-06-17,Asclepiadaceae,Asclepias,,Stillwater.,6,L/L det.w/ TopoZone.,Gentianales,Magnoliophyta,S. E. Myers,urn:uuid:70af5bef-7257-4d28-91f9-b6a2e3af7d9b,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=197861,Asclepias viridis,viridis,Oklahoma,73323,1897,17
PreservedSpecimen,green antelopehorn,United States,Pontotoc,34.7141667,-96.6038889,5/30/1952,Asclepiadaceae,Asclepias,Hillside ravine.,5 miles south of Ada.,5,L/L det. w/ TopoZone.,Gentianales,Magnoliophyta,Doyle McCoy,urn:uuid:3ad0de0a-fc05-4429-97ac-c06658d68e6d,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=198152,Asclepias viridis,viridis,Oklahoma,73323,1952,30
PreservedSpecimen,green antelopehorn,United States,Roger Mills,35.5455551,-99.7488861,7/24/2001,Apocynaceae,Asclepias,Thurmond Ranch. Rolling; upland; mixed-grass prairie intermixed with sandsage prairie on sandy soil. Abundant oak mottes in the area. Tertiary Ogallala Formation.,Cheyenne; 4 mi S; 4 mi W,7,Rare.,Gentianales,Magnoliophyta,Craig C Freeman; Caleb A Morse,urn:uuid:398034ba-7a2e-433a-890c-e3de7fcb4d9c,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22653754,Asclepias viridis,viridis,Oklahoma,73323,2001,24
PreservedSpecimen,green antelopehorn,United States,Haskell,35.152422,-94.954462,6/6/1982,Apocynaceae,Asclepias,Reclaimed strip mine. Reclaimed with pines and sweet clover.,McCurtain-Evans Memorial Park,6,Flowers green-white; milky juice.,Gentianales,Magnoliophyta,Staria S Vanderpool,urn:uuid:6054335f-552d-4967-bfc5-809fc316983f,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22679027,Asclepias viridis,viridis,Oklahoma,73323,1982,6
PreservedSpecimen,entireleaf Indian paintbrush,United States,McCurtain,33.965535,-94.9735,5/10/1979,Orobanchaceae,Castilleja,Limestone prairie.,US 70; ca 4 mi E jct OK 98,5,,Lamiales,Magnoliophyta,Robert Kral,urn:uuid:c3c72c1f-c433-4b09-a799-71ad38ddebfe,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22520633,Castilleja indivisa,indivisa,Oklahoma,49585,1979,10
PreservedSpecimen,entireleaf Indian paintbrush,United States,Choctaw,34.01054,-95.57945,4/25/1952,Orobanchaceae,Castilleja,Prairie.,Hugo; 4 mi W,4,,Lamiales,Magnoliophyta,U T Waterfall,urn:uuid:a861057c-607e-4e08-abc9-2ded64af7817,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22721128,Castilleja indivisa,indivisa,Oklahoma,49585,1952,25
PreservedSpecimen,entireleaf Indian paintbrush,United States,Pontotoc,34.781772,-96.774877,6/16/1993,Orobanchaceae,Castilleja,Prairie area.,Ada; W on Hwy 19,6,,Lamiales,Magnoliophyta,W W Holland,urn:uuid:472ac327-759b-4fee-a982-cd6882197ba7,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22721129,Castilleja indivisa,indivisa,Oklahoma,49585,1993,16
PreservedSpecimen,entireleaf Indian paintbrush,United States,McCurtain,33.89548,-94.68628,4/20/1940,Orobanchaceae,Castilleja,Clay loam soil.,Idabel; 8 mi E,4,,Lamiales,Magnoliophyta,Don B Lemon,urn:uuid:8f88a002-36dc-4b8c-9a6d-bef707abc984,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22721131,Castilleja indivisa,indivisa,Oklahoma,49585,1940,20
PreservedSpecimen,entireleaf Indian paintbrush,United States,Marshall,33.881943,-96.800637,6/14/1954,Orobanchaceae,Castilleja,In prairie.,Near University of Oklahoma Biological Station; Lake Texoma,6,Frequent.,Lamiales,Magnoliophyta,George J Goodman,urn:uuid:e8dbc2a0-8cdb-4e10-a550-0c124e45e3e9,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22721132,Castilleja indivisa,indivisa,Oklahoma,49585,1954,14
PreservedSpecimen,entireleaf Indian paintbrush,United States,Wagoner,35.837639,-95.379355,5/12/1973,Orobanchaceae,Castilleja,,Muskogee Turnpike right-of-way near mile marker no. 27; 14.5 mi SE of Coweta interchange,5,,Lamiales,Magnoliophyta,John E Williams; Dorothy Williams,urn:uuid:644f5061-4cf3-419a-a726-7e999bc5d0ab,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22721133,Castilleja indivisa,indivisa,Oklahoma,49585,1973,12
PreservedSpecimen,entireleaf Indian paintbrush,United States,Johnston,34.24152,-96.94416,4/24/1963,Orobanchaceae,Castilleja,Infrequently In the limestone. On top of a flat limestone hill where the plants were abundant in an area about 30 ft in diameter.,Ravia; 11 mi W,4,,Lamiales,Magnoliophyta,George J Goodman,urn:uuid:9d830b89-0e78-42c3-b6f2-2e412e0f1b19,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22721134,Castilleja indivisa,indivisa,Oklahoma,49585,1963,24
PreservedSpecimen,entireleaf Indian paintbrush,United States,Johnston,34.28139,-96.70111,5/9/1953,Orobanchaceae,Castilleja,Granitic soil.,Near Devils Den,5,"Lower lip ca 1 inch long, green.",Lamiales,Magnoliophyta,George J Goodman,urn:uuid:965c470d-46f0-44ed-b31c-e05c61cb83b4,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22721135,Castilleja indivisa,indivisa,Oklahoma,49585,1953,9
PreservedSpecimen,entireleaf Indian paintbrush,United States,Muskogee,35.59081,-95.19778,6/18/1979,Orobanchaceae,Castilleja,Small patch of prairie at N end of fescue pasture.,Braggs; 5 mi S,6,,Lamiales,Magnoliophyta,Ralph E Brooks,urn:uuid:6d571832-1a9c-4f1f-a32d-5509a527da2d,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22721137,Castilleja indivisa,indivisa,Oklahoma,49585,1979,18
PreservedSpecimen,entireleaf Indian paintbrush,United States,Le Flore,34.72238,-95.04778,4/20/1969,Orobanchaceae,Castilleja,,Talihina; 2 mi S,4,,Lamiales,Magnoliophyta,U T Waterfall,urn:uuid:437f80f5-3f67-4d36-bd95-2455bfc909da,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22721143,Castilleja indivisa,indivisa,Oklahoma,49585,1969,20
PreservedSpecimen,entireleaf Indian paintbrush,United States,Coal,34.61498,-96.43635,8/10/1968,Orobanchaceae,Castilleja,Grassy roadside in oak-savannah area.,Tupelo; 1 mi NW,8,Only 1 plant.,Lamiales,Magnoliophyta,Janet E Bare,urn:uuid:feda5b31-c5f9-4e3c-a67f-96482c57e731,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22721144,Castilleja indivisa,indivisa,Oklahoma,49585,1968,10
PreservedSpecimen,prairie Indian paintbrush,United States,Roger Mills,35.5769463,-99.6855545,4/24/2001,Orobanchaceae,Castilleja,Thurmond Ranch. Eroded; rocky slopes and uplands along divide between Higgins Creek and Killough Creek. Mixed-grass prairie on Permian Doxey Shale Formation.,Cheyenne; 1.5 mi S; 0.5 mi W,4,Scattered.,Lamiales,Magnoliophyta,Craig C Freeman; Hillary J Loring,urn:uuid:6850c27e-4607-4cad-8a4f-6d9be6ab00eb,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22476349,Castilleja purpurea var. citrina,purpurea,Oklahoma,108579,2001,24
PreservedSpecimen,prairie Indian paintbrush,United States,Roger Mills,35.564167,-99.6866684,4/25/2001,Orobanchaceae,Castilleja,Thurmond Ranch. Level to eroded; upland; mixed-grass prairie along the upper reaches of E Fork Sergeant Major Creek. Permian Doxie Shale Formation.,Cheyenne; 2.5 mi S; 1 mi W,4,Scattered.,Lamiales,Magnoliophyta,Craig C Freeman; Hillary J Loring,urn:uuid:7844c77c-6566-4019-abdf-75d6e7a6f2d8,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22480920,Castilleja purpurea var. citrina,purpurea,Oklahoma,108579,2001,25
PreservedSpecimen,prairie Indian paintbrush,United States,Major,36.417109,-98.861747,5/31/2000,Orobanchaceae,Castilleja,On S side of road.,Bouse Junction; 1.5 mi E on Hwy 412,5,,Lamiales,Magnoliophyta,Hillary J Loring,urn:uuid:127ddf3d-7afd-44d1-bf4f-9a68e6c7896d,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22488190,Castilleja purpurea var. citrina,purpurea,Oklahoma,108579,2000,31
PreservedSpecimen,prairie Indian paintbrush,United States,Roger Mills,35.6097221,-99.7252808,6/1/2001,Orobanchaceae,Castilleja,Thurmond Ranch. Weedy mixed grass prairie right of way along US Hwy 47. Eroded soil of Permian Cloud Chief Formation.,Cheyenne; 0.5 mi S; 3.25 mi W,6,Common. Bracts and corollas light yellow.,Lamiales,Magnoliophyta,Caleb A Morse; Craig C Freeman,urn:uuid:4de145d3-ea48-4ca2-9bbf-df6e47be9f3b,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22494779,Castilleja purpurea var. citrina,purpurea,Oklahoma,108579,2001,1
PreservedSpecimen,prairie Indian paintbrush,United States,Roger Mills,35.5963889,-99.7269444,5/31/2001,Orobanchaceae,Castilleja,Thurmond Ranch. Weedy level to rolling upland mixed grass prairie above unnamed tributary to Plum Creek. Scattered Mimosa borealis. Permian Cloud Chief Formation.,Cheyenne; 1 mi S; 3 mi W,5,Scattered on eroded knolls. Bracts yellow.,Lamiales,Magnoliophyta,Caleb A Morse; Craig C Freeman,urn:uuid:5443a16d-1027-48ca-a0d5-19554d47ef95,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22687470,Castilleja purpurea var. citrina,purpurea,Oklahoma,108579,2001,31
PreservedSpecimen,prairie Indian paintbrush,United States,Woodward,36.78724,-99.20444,6/4/1968,Orobanchaceae,Castilleja,Prairie; S of Cimarron River. Dry; sandy soil.,Mooreland; 24 mi N,6,,Lamiales,Magnoliophyta,Steve Stephens; Ralph E Brooks,urn:uuid:ce1b8885-fad1-43ce-8372-1a0c0fddb769,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22723850,Castilleja purpurea var. citrina,purpurea,Oklahoma,108579,1968,4
PreservedSpecimen,prairie Indian paintbrush,United States,Harper,36.73365,-99.32238,6/4/1968,Orobanchaceae,Castilleja,Upland prairie pasture. Dry; sandy; red soil.,Buffalo; 7 mi S; 17 mi E,6,Large colony.,Lamiales,Magnoliophyta,Steve Stephens; Ralph E Brooks,urn:uuid:a59f1bc6-44a5-4f47-b755-8fdee554a20b,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22723851,Castilleja purpurea var. citrina,purpurea,Oklahoma,108579,1968,4
PreservedSpecimen,prairie Indian paintbrush,United States,Greer,34.82842,-99.50389,5/16/1968,Orobanchaceae,Castilleja,Upland prairie pasture hillside. Sandy; rocky; limestone soil.,Mangum; 3 mi S,5,,Lamiales,Magnoliophyta,Steve Stephens,urn:uuid:1eaaf042-8147-4692-a3ad-90d384433e86,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22723852,Castilleja purpurea var. citrina,purpurea,Oklahoma,108579,1968,16
PreservedSpecimen,downy paintedcup,United States,Roger Mills,35.68641,-99.67111,5/16/1968,Orobanchaceae,Castilleja,Eroded prairie hillside. Sandy; rocky; red soil.,Cheyenne; 5 mi N,5,Scattered plants.,Lamiales,Magnoliophyta,Steve Stephens,urn:uuid:1562d867-f5b6-452a-b8ac-7b1858b0ec1e,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22471974,Castilleja sessiliflora,sessiliflora,Oklahoma,3052,1968,16
PreservedSpecimen,downy paintedcup,United States,Ellis,36.0144,-99.4678,4/9/2007,Orobanchaceae,Castilleja,Camargo in Dewey Co. TNC Four Canyon Preserve: head of Mulberry Canyon. Upland mixed grass prairie on steep; primarily S-facing slopes of Permian Cloud Chief Formation sandstone soils with frequent gypsum outcrops; and wooded (juniperus and mixed hardwoods); steep-sided canyon.,Camargo; ca 10 mi W,4,Scattered. Corolla pale yellow.,Lamiales,Magnoliophyta,Caleb A Morse; Douglas Ladd,urn:uuid:f07120fc-27ad-4e26-b8be-66ad9dc61f9b,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22479209,Castilleja sessiliflora,sessiliflora,Oklahoma,3052,2007,9
PreservedSpecimen,downy paintedcup,United States,Roger Mills,35.90417,-99.88417,5/31/1947,Orobanchaceae,Castilleja,Top of Antelope Hills.,Antelope Hills,5,,Lamiales,Magnoliophyta,George J Goodman,urn:uuid:c2ca0cfb-e7cc-40ac-9211-01eb17406e00,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22502007,Castilleja sessiliflora,sessiliflora,Oklahoma,3052,1947,31
PreservedSpecimen,downy paintedcup,United States,Roger Mills,35.5769463,-99.6855545,4/24/2001,Orobanchaceae,Castilleja,Thurmond Ranch. Eroded; rocky slopes and uplands along divide between Higgins Creek and Killough Creek. Mixed-grass prairie on Permian Doxey Shale Formation.,Cheyenne; 1.5 mi S; 0.5 mi W,4,Scattered.,Lamiales,Magnoliophyta,Craig C Freeman; Hillary J Loring,urn:uuid:8b7cad67-22e2-4dec-b913-5a9fe6d174ee,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22665166,Castilleja sessiliflora,sessiliflora,Oklahoma,3052,2001,24
PreservedSpecimen,downy paintedcup,United States,Ellis,35.95948,-99.540259,5/10/1969,Orobanchaceae,Castilleja,,Vici; 13.5 mi W on US 60; 13.1 mi S on gravel road,5,Abundant. Bracts yellow.,Lamiales,Magnoliophyta,Charles H Perino; Janice Perino,urn:uuid:e9e26463-9d52-4e5e-9c97-505a9ddb0cfd,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22669882,Castilleja sessiliflora,sessiliflora,Oklahoma,3052,1969,10
PreservedSpecimen,downy paintedcup,United States,Woods,36.950156,-99.157865,5/15/1973,Orobanchaceae,Castilleja,Upland; rolling grassland. Lightly grazed.,Freedom; ca 12.5 mi N; 2.5 mi W,5,Rare on the N-facing slope.,Lamiales,Magnoliophyta,Paul F Nighswonger,urn:uuid:8e065e67-c372-44a1-b07b-1d04c643b138,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22677583,Castilleja sessiliflora,sessiliflora,Oklahoma,3052,1973,15
PreservedSpecimen,largeflower tickseed,United States,Comanche,34.7325,-98.7236111,4/29/2003,Asteraceae,Coreopsis,Wichita Mountains National Wildlife Refuge; Sunset Picnic Area. Post oak-blackjack oak/eastern redcedar woodland and mowed parkland on red; rocky; granitic soil on N side of Headquarters Creek. Frequent boulders.,Jct of I-44 & US Hwy 62 in Lawton; 7.5 mi N; 19 mi W,4,Common. Florets bright yellow.,Asterales,Magnoliophyta,Caleb A Morse; Elizabeth F Smith,urn:uuid:6e98e153-9938-4603-8cbc-a468075c0f70,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22683405,Coreopsis grandiflora,grandiflora,Oklahoma,3597,2003,29
PreservedSpecimen,largeflower tickseed,United States,Muskogee,35.471792,-95.330032,5/5/1963,Asteraceae,Coreopsis,Edge of highway.,Warner; 2 mi SW,5,Frequent.,Asterales,Magnoliophyta,George J Goodman,urn:uuid:32361584-877d-4087-8bd3-266a0b141e5a,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22739560,Coreopsis grandiflora var. grandiflora,grandiflora,Oklahoma,78920,1963,5
PreservedSpecimen,largeflower tickseed,United States,Caddo,34.89355,-98.48936,5/11/1968,Asteraceae,Coreopsis,Prairie pasture hillside. Limestone soil.,Apache; 7 mi W,5,,Asterales,Magnoliophyta,Steve Stephens,urn:uuid:d672cce6-80f6-49c7-8f16-2a114cff3dc9,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22739553,Coreopsis grandiflora var. harveyana,grandiflora,Oklahoma,78921,1968,11
PreservedSpecimen,largeflower tickseed,United States,Kiowa,34.854842,-99.266807,5/14/1950,Asteraceae,Coreopsis,,N slope of Granite Mountains; S of Lake Altus,5,,Asterales,Magnoliophyta,U T Waterfall,urn:uuid:3407e887-c8e2-4645-9f1e-f5e69b8c7810,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22739554,Coreopsis grandiflora var. harveyana,grandiflora,Oklahoma,78921,1950,14
PreservedSpecimen,largeflower tickseed,United States,Sequoyah,35.616482,-95.061791,5/25/1958,Asteraceae,Coreopsis,Open oak-hickory woods.,Strayhorn Landing of Tenkiller Lake; 6 mi NE of Gore on State 100,5,,Asterales,Magnoliophyta,Charles S Wallis,urn:uuid:369facc7-5d24-48c1-8e0e-17cf1a1e90ed,http://portal.torcherbaria.org/portal/collections/individual/index.php?occid=22739555,Coreopsis grandiflora var. harveyana,grandiflora,Oklahoma,78921,1958,25
